HP 8591E ROM Strings Index
File    : all_fixed.bin
Min len : 5 chars
Total   : 5532 strings  (3146 real-text, 2386 code-noise)

================================================================================
SECTION 1 — Real Text Strings (3146 entries)
  Region codes: V=Vectors  C=Code  D=Data  S=Strings  E=Empty
================================================================================
    Offset    Len  Rgn  String
  0x00068662     20  [S]  N^Nu__CHPS;__CHPM;NV
  0x00068684    145  [S]  N^Nu__ACPSUD;__M4;__ACPSUM;__ACPICALC;__CHPANTIC;__CHPANLBL;__CHPERR;KEYCMD1288,/IF(CHPGR>0);{CHPGR=-1;};ELSE {CHPGR=1;};ENDIF;/,%KH,/PWRGRAPH|ON
  0x0006871c     57  [S]  /,0,(CHPGR>0);%;IF(CHPGR>0);__ACPSKB;ELSE __ACPSKA;ENDIF;
  0x00068766    169  [S]  N^Nu{__ACPMN=215;};IF(ACPPAR);IF(MSBIT(9,10));ACPSNGLM;ELSE TRC-8000;ACPCONTM;ENDIF;ELSE IF(MSBIT(9,1)||MSBIT(9,2)||MSBIT(9,10));__CHPC;ELSE ONEOS &__CHPC;&;ENDIF;ENDIF;
  0x00068820    435  [S]  N^NuIF(ACPBW!=__F||ACPSP!=__G||SP!=__C||RB!=__B||ACPPAR!=__H);__ACPICALC;__CHPANTIC;GRAT0;GRAT1;__CHPANLBL;__CHPERR;{__F=ACPBW;};{__G=ACPSP;};{__H=ACPPAR;};{__C=SP;};{__B=RB;};ENDIF;IF(ACPERR);RETURN;ENDIF;MIN __J,__CZICA,401;IF(1>__J);{__J=1;};ENDIF;MIN __K,__CZICB,401;IF(1>__K);{__K=1;};ENDIF;IF(__J>__K);{__J=__K;};ENDIF;__ACPBWC;__ACPPI;{CHPWR=__R;};MOV CHPSD,PWRSD CHPWR,ACPBW;IF(CHPGR<0);{DA=__E;};__CHPANRES;ELSE __CHPCG;ENDIF;
  0x000689e4    152  [S]  N^NuACPERR0;IF(ACPBW>SP);{ACPERR=ACPERR+1;};ENDIF;IF(ACPBW<SP/100);{ACPERR=ACPERR+2;};ENDIF;IF(ACPERR);IF(MSBIT(18,10));PA;ENDIF;{PU;PA=2;PA=180;};TEXT/
  0x00068a83     11  [S]  SETUP ERROR
  0x00068a91    269  [S]  /;{PA=2;PA=170;};TEXT/                         /;{PA=2;PA=160;};TEXT/                         /;{PA=2;PA=150;};TEXT/                         /;{PA=2;PA=189;PD;PA=200;PA=189;PA=200;PA=148;PA=2;PA=148;PA=2;PA=189;PU;};{PA=10;PA=170;};BIT __W,ACPERR,0;IF(__W);TEXT%Set CBW
  0x00068ba6     50  [S]  SPAN %;ENDIF;BIT __W,ACPERR,1;IF(__W);TEXT%Set CBW
  0x00068bdb     88  [S]  SPAN/100 %;ENDIF;IF(MSBIT(9,10));{PA=10;PA=150;};TEXT%Then press SGL SWP%;ENDIF;ENDIF;NV
  0x00068c42    149  [S]  N^Nu{DA=0;};IF(MSBIT(18,10));PA;ENDIF;PU;{PA=__CZJCA-1;PA=1;};PD;{PA=__CZJCA-1;PA=50;};PU;{PA=__CZJCB-1;PA=1;};PD;{PA=__CZJCB-1;PA=50;};PU;{__D=DA;};
  0x00068ce8    119  [S]  N^NuIF(ANNOT==0);RETURN;ENDIF;{DA=__D;};IF(MSBIT(18,10));PA;ENDIF;{PU;PA=2;PA=190;};TEXT/CHANNEL POWER     /;{__E=DA;};
  0x00068d70    271  [S]  N^NuIF(ANNOT==0);RETURN;ENDIF;{PU;PA=288;PA=161;};TEXT/CSP/;{__Y=ACPSP;__Z=__Y;};__ACPANF;{PA=288;PA=151;};TEXT/CBW/;{__Y=ACPBW;__Z=__Y;};__ACPANF;{PA=2;PA=180;};{PA=2;PA=180;};TEXT' Pwr:';DSPLYA CHPWR,12,1;TEXT/  /;{PA=2;PA=170;};TEXT'   ';DSPLYPSD CHPSD,15,1;TEXT/   /;
  0x00068e90     44  [S]  N^Nu__ACPSUD;TRC-8000;VIEW TRC;M1;__CHPCG;NV
  0x00068eca    106  [S]  N^Nu__J1;{__K=__CZBWTE;};__ACPBWC;{__W=__CZBNFDU;};TRC-8000;PAVGGRAPH,TRC,TRA,__CZBWTE,__W;DRTYMK CLR,C;NV
  0x00068f42     20  [S]  N^Nu__OBWS;__OBWM;NV
  0x00068f64    160  [S]  N^Nu__ACPSUD;__M5;__ACPSUM;WINITM 17,0;WINITM 18,0;WINITM 19,0;__A1;__ACPICALC;__OBWANLBL;KEYCMD1288,/OBWPCT;/,&KH,/OCC BW|% POWER/,ACTVF OBWPCT,0;&;__ACPSKA;NV
  0x00069012    170  [S]  N^Nu{__ACPMN=215;};ACPERR0;IF(ACPPAR);IF(MSBIT(9,10));ACPSNGLM;ELSE ACPCONTM;ENDIF;ELSE IF(MSBIT(9,1)||MSBIT(9,2)||MSBIT(9,10));__OBWC;ELSE ONEOS &__OBWC;&;ENDIF;ENDIF;NV
  0x000690ca    437  [S]  N^NuIF(MSFIELD(37,15,16)>=20);M1;HD;ENDIF;MOV OBWBW,PWRBW TRA,OBWPCT;HD;IF(MKF<0);__OBWANERR;RETURN;ENDIF;{__X=MSFIELD(41,15,16);};{__Y=MSFIELD(38,15,16);};{__CZSPTE=SP/400;};{OBWLOWER=(__X-201)*(__CZSPTE);};{OBWUPPER=(__Y-201)*(__CZSPTE);};{OBWFERR=(OBWUPPER+OBWLOWER)/2;};MIN __J,__X,401;IF(1>__J);{__J=1;};ENDIF;MIN __K,__Y,401;IF(1>__K);{__K=1;};ENDIF;IF(__J>__K);{__J=__K;};ENDIF;__ACPBWC;__ACPPI;{OBWPWR=__R;};{DA=__E;};__OBWANRES;
  0x00069290    117  [S]  N^NuIF(ANNOT==0);RETURN;ENDIF;{DA=0;__D=0;};IF(MSBIT(18,10));PA;ENDIF;{PU;PA=2;PA=190;};TEXT/OCCUPIED BW /;{__E=DA;};
  0x00069316    218  [S]  N^NuIF(ANNOT==0);RETURN;ENDIF;PU;{PA=98;PA=190;};TEXT/(/;DSPLY OBWPCT,5.2;TEXT/%)/;{PA=288;PA=161;};TEXT/CSP/;{__Y=ACPSP;__Z=__Y;};__ACPANF;{PA=2;PA=180;};TEXT/ OBW: /;{__Y=OBWBW;__Z=__Y;};__ACPANF;{PA=2;PA=170;};TEXT/
  0x000693f2    134  [S]  Fc: /;{__Y=OBWFERR;__Z=SP;};__ACPANF;{PA=128;PA=170;};TEXT/   /;{PA=2;PA=180;};{PA=2;PA=160;};TEXT/ Pwr:/;DSPLYA OBWPWR,11;TEXT/  /;NV
  0x00069486    225  [S]  N^NuIF(ANNOT==0);RETURN;ENDIF;{DA=__E;};IF(MSBIT(18,10));PA;ENDIF;{PA=18;PA=180;};TEXT/Occ BW:   /;TEXT/ ---        /;{PA=18;PA=170;};TEXT/Freq Err: /;TEXT/ ---        /;{PA=18;PA=160;};TEXT/Power:    /;TEXT/ ---        /;PU;
  0x00069580    325  [S]  IF(HAVE(GATE));VRD __GGTENTR,0;VRD __GGTIN,0;VRD __GGTVB,0;VRD __GGTRB,0;VRD __GGTSTM,0;VRD __GGTSPNF,0;VRD __GGTRBF,0;VRD __GGTSTMF,0;VRD __GGTVBF,0;VRD __GGTRE,0;VRD __GGTPWID,0;VRD __GGTPRI,0;VRD __GGTTMPD,GD;VRD __GGTTMPL,GL;VRD __GGTRCTL,1;__GTMAKEVAR;__GTMAKEREM;__GGTSWSW;__GTSWDEF;__GTDMKRF;__GTLMKRF;__GTGSCLF;ENDIF;
  0x000696d6     14  [S]  N^NuMENU 91;NV
  0x000696f2     67  [S]  N^NuIF(HAVE(GATE));IF(GSTAT(0));GATE ON; ELSE GATE OFF;ENDIF;ENDIF;
  0x00069746     55  [S]  N^NuIF(GSTAT(1));GATECTL EDGE;ELSE;GATECTL LEVEL;ENDIF;
  0x0006978e     38  [S]  N^NuIF(GSTAT(2));KEYLBL 544,/GATE CTL|
  0x000697b5      8  [S]  EDGE LVL
  0x000697be     20  [S]  /;ELSE;KH /GATE CTL|
  0x000697d8     22  [S]  LVL/,0,GSTAT(1);ENDIF;
  0x00069800     18  [S]  N^Nu__GTWINSWAP;NV
  0x00069820     40  [S]  N^NuKH /SWEEP|DELAY/,ACTVF __GTSWDE,0;NV
  0x00069856     38  [S]  N^NuKH /T WINDOW|RES BW/,ACTVF RB,0;NV
  0x0006988a     46  [S]  N^NuKH /T WINDOW|SWP TIME/,ACTVF __GTGSCL,0;NV
  0x000698c6     19  [S]  N^NuKH /TRIG MKR|ON
  0x000698fe     44  [S]  N^NuMOV __GGTMN,242;HD;__GTMAP;__GTWINTRK;NV
  0x00069938     33  [S]  N^Nu{__W=__GTSWDE;__S=__GTGSCL;};
  0x0006996a     36  [S]  N^NuMOV __GGTMN,245;HD;__GTWINTRK;NV
  0x0006999c     54  [S]  N^NuMKOFF ALL;DISPOSE ONEOS;{__GGTPRI=0;};__GTSWADJ;NV
  0x000699e0     37  [S]  N^NuMKOFF ALL;DISPOSE ONEOS;__GTGSCL;
  0x00069a16     31  [S]  N^NuKH /MARKER|ON/,ACTVF MKN,0;
  0x00069a46     71  [S]  N^NuIF(__GTPFLG==1);__GTWID;ELSE;IF(__GTPFLG==-1);__GTPRIZ;ENDIF;ENDIF;
  0x00069a9e    127  [S]  N^NuIF(__V==__Y);IF (__Z==1);CLRBOX 1,1,399,199,0;ELSE;CLRBOX 1,1,399,89,0;ENDIF;TS;__GTWINSWAP;ENDIF;MOV __GGTMN,246;__GTSHPP;
  0x00069b2e     59  [S]  N^NuIF(__GTCPLR==0);MOV GDRVRBW,1;ELSE;MOV GDRVRBW,0;ENDIF;
  0x00069b7a     18  [S]  N^NuKH /CPL RBW|ON
  0x00069b94     13  [S]  /,0,__GTCPLR;
  0x00069bb2     59  [S]  N^NuIF(__GTCPLV==0);MOV GDRVVBW,1;ELSE;MOV GDRVVBW,0;ENDIF;
  0x00069bfe     18  [S]  N^NuKH /CPL VBW|ON
  0x00069c18     13  [S]  /,0,__GTCPLV;
  0x00069c36    495  [S]  N^NuIF (__Z==1);{__A=180;__B=170;};ELSE;{__A=150;__B=140;};ENDIF;IF(__GGTPRI>0);IF(__GTCPLS==0);MOV GDRVST,1;ELSE;MOV GDRVST,0;ENDIF;ELSE;IF (__Z==1);PU;PA 10 170;TEXT/PULSE PERIOD (PRI) MUST BE ENTERED.../;PU;PA 230,160;TEXT/See Pulse Param menu/;ELSE;IF (__V==__X);PU;PA 10 190;TEXT/PULSE PERIOD (PRI) MUST BE ENTERED.../;PU;PA 230,180;TEXT/See Pulse Param menu/;ELSE;PU;PA 10,70;TEXT/PULSE PERIOD (PRI) MUST BE ENTERED..../;PU;PA 230,60;TEXT/See Pulse Param menu/;ENDIF;ENDIF;{DA=__F;};ENDIF;
  0x00069e36     18  [S]  N^NuKH /CPL SWP|ON
  0x00069e50     13  [S]  /,0,__GTCPLS;
  0x00069e6e     31  [S]  N^NuMOV __GGTMN,242;__GTWINTRK;
  0x00069e9e     33  [S]  N^NuIF(!GSTAT(1));__GTDADJ;ENDIF;
  0x00069ed0     66  [S]  N^NuIF(GSTAT(1));KB;ELSE;KH /GATE|DELAY/,ACTVF __GTDMKR,0;ENDIF;NV
  0x00069f20     33  [S]  N^NuIF(!GSTAT(1));__GTLADJ;ENDIF;
  0x00069f52     65  [S]  N^NuIF(GSTAT(1));KB;ELSE;KH /GATE|LENGTH/,ACTVF __GTLMKR,0;ENDIF;
  0x00069fa4     56  [S]  N^NuIF(GSTAT(0));MOV GDRVGT,1;ELSE;MOV GDRVGT,0;ENDIF;NV
  0x00069fea     13  [S]  N^NuKH /GATE|
  0x00069ffb     17  [S]  OFF/,0,GSTAT 0;NV
  0x0006a01c     39  [S]  N^Nu__GTMAP;MOV __GGTMN,242;__GTWINTRK;
  0x0006a054    105  [S]  N^NuIF (__GTTMF==1);DISPOSE ONEOS;MKOFF;{__GTTMF=0;};IF (__Z==1);ELSE;CLRBOX 1,211,300,221,0;ENDIF;ENDIF;
  0x0006a0ce    200  [S]  N^NuVRD __GTSPF,0;VRD __GTMKTIME,0;VRD __GTTTM,0;VRD __GTTMF,0;VRD __GTTTTM,0;VRD __GTPFLG,0;VRD __GTCPLR,0;VRD __GTCPLV,0;VRD __GTCPLS,0;VRD __GTGDIS,0;VRD __GTTEMS,0;VRD __GTDUM,0;VRD __GTGRACE,0;NV
  0x0006a1a4    276  [S]  N^NuVRD __A,0;VRD __B,0;VRD __C,0;VRD __D,0;VRD __E,DA;VRD __F,DA;VRD __G,0;VRD __H,0;VRD __I,0;VRD __J,0;VRD __K,0;VRD __L,6;VRD __M,0;VRD __N,0;VRD __O,2;VRD __P,398;VRD __Q,ST;VRD __R,0;VRD __S,ST;VRD __T,0;VRD __U,0;VRD __V,-1;VRD __W,GD;VRD __X,-1;VRD __Y,-1;VRD __Z,0;NV
  0x0006a3c6    418  [S]  N^NuDISPOSE ONEOS;IF __GTTMF,EQ,0;{__GTTMF=1;};ELSE;{__GTTMF=0;};ENDIF;IF(__Z==1);{__C=100;};{__D=110;};ELSE;{__C=213;};{__D=222;};ENDIF;IF __GTTMF,EQ,1;IF (__V==__X);__GTWINTRK;ELSE;__GTWINSWAP;ENDIF;IF(__Z==1);{__C=100;};{__D=110;};ELSE;{__C=213;};{__D=222;};ENDIF;PU;{PA=8;PA=__C;};TEXT /GATE TRIG TO MKR:/;{DA=__F;};MKN EK;MKTRACE TRA;__GTUPMK;ELSE;DISPOSE ONEOS;CLRBOX 1,__C,300,__D,0;__GTWINTRK;HD;MKOFF;ENDIF;NV
  0x0006a576    424  [S]  N^NuONEOS %MOV __GTMKTIME,MKF;{__GTTTM=GD+__GTMKTIME;};PU;{PA=152;PA=__C;};IF __GTTTM,GE,1;DSPLY __GTTTM,11.7;{PA=240;PA=__C;};TEXT / sec/;ELSE;IF __GTTTM,GE,1E-3;DIV __GTTTTM,__GTTTM,1E-3;DSPLY __GTTTTM,7.4;IF __GTTTM,LT,100;MOV PA,208;ELSE;MOV PA,214;ENDIF;MOV PA,__C;TEXT /  msec   /;ELSE;IF __GTTTM,GE,1E-6;DIV __GTTTTM,__GTTTM,1E-6;DSPLY __GTTTTM,4.1;{PA=192;PA=__C;};TEXT / usec      /;ENDIF;ENDIF;ENDIF;{DA=__F;};%;NV
  0x0006a72c    215  [S]  N^NuIF(__Z==1);CLRBOX 1,100,399,199,0;ELSE;CLRBOX 1,121,399,209,0;ENDIF;{__GGTRE=0;__GGTPWID=0;__GGTPRI=0;};{__GTTTM=0;};MOV GDRVREFE,0;MOV GDRVPWID,0;MOV GDRVPRI,0;MOV GDRVST,0;MOV GDRVRBW,0;MOV GDRVVBW,0;__GTSHPP;
  0x0006a814    235  [S]  N^NuMOV __GGTMN,247;{__GTTMF=0;};__GTTTMKR;IF(__Z==1);{__A=180;};{__B=170;};ELSE;{__A=150;};{__B=140;};ENDIF;PU;{PA=8;PA=__A;};TEXT /Position marker on first rising edge./;PU;{PA=8;PA=__B;};TEXT /Press DONE when finished/;PU;{DA=__F;};
  0x0006a910    417  [S]  N^Nu{__GGTRE=__GTTTM;};ABS __GGTRE,__GGTRE;IF(__Z==1);ELSE;CLRBOX 1,211,300,221,0;ENDIF;HD;MKOFF ALL;DISPOSE ONEOS;MOV __GTSWDE,__W;MOV __GTGSCL,__S;ONCMD GD;ONCMD ST;{ST=__GTGSCL;GD=__GTSWDE;};ONCMD ST __GTUNCS;ONCMD GD __GTPRGT;__GTWINTRK;MOV __GGTMN,246;MOV __GTTMF,0;__GTSHPP;IF(__GGTPRI==0);MOV GDRVST,0;ENDIF;IF(__GGTPWID==0);MOV GDRVRBW,0;ENDIF;MOV GDRVREFE,__GGTRE;MOV GDRVPWID,__GGTPWID;MOV GDRVPRI,__GGTPRI;
  0x0006aac2    426  [S]  N^Nu{__GTPFLG=1;};MOV __GGTMN,248;__GTWINTRK;IF(__Z==1);{__A=180;__B=170;__C=160;};ELSE;{__A=150;__B=140;__C=130;};ENDIF;PU;{PA=8;PA=__A;};TEXT /Position the delta marker/;PU;{PA=8;PA=__B;};TEXT /to indicate the pulse width./;PU;PU;{PA=8;PA=__C;};TEXT /Press DONE when finished/;PU;{DA=__F;};{__T=__GTTTM-__GTSWDE;};{__N=ST/401;};{__T=__T/__N;};MKN;MKP __T;MKTRACE TRA;MKD;ONEOS %MOV __GGTPWID,MKF;ABS __GGTPWID,__GGTPWID;%;NV
  0x0006ac7a    440  [S]  N^Nu{__GTPFLG=-1;};MOV __GGTMN,248;__GTPTRK;IF(__Z==1);{__A=180;__B=170;__C=160;};ELSE;{__A=150;__B=140;__C=130;};ENDIF;PU;{PA=8;PA=__A;};TEXT /Position the delta marker to indicate/;PU;{PA=8;PA=__B;};TEXT /the pulse or pattern period (PRI)./;PU;PU;{PA=8;PA=__C;};TEXT /Press DONE when finished/;PU;{DA=__F;};{__T=__GTTTM-__GTSWDE;};{__N=ST/401;};{__T=__T/__N;};MKN;MKP __T;MKTRACE TRA;MKD;ONEOS %MOV __GGTPRI,MKF;ABS __GGTPRI,__GGTPRI;%;NV
  0x0006b1fc   1134  [S]  N^NuIF(__Z==1);{__A=150;__B=140;__C=130;};ELSE;{__A=180;__B=170;__C=160;};ENDIF;IF(__GGTRE>0);PU;{PA=201;PA=__A;};TEXT /Ref Edge:/;PU;{PA=281;PA=__A;};IF(__GGTRE>=1);DSPLY __GGTRE,11.7;PU;{PA=369;PA=__A;};TEXT / sec/;ELSE;IF(__GGTRE>=1E-3);DIV __R,__GGTRE,1E-3;DSPLY __R,7.4;PU;{PA=337;PA=__A;};TEXT / msec/;ELSE;IF(__GGTRE>=1E-6);DIV __R,__GGTRE,1E-6;DSPLY __R,4.1;PU;{PA=321;PA=__A;};TEXT / usec/;ENDIF;ENDIF;ENDIF;ENDIF;IF(__GGTPWID>0);PU;{PA=201;PA=__B;};TEXT /Width:/;PU;{PA=257;PA=__B;};IF(__GGTPWID>=1);DSPLY __GGTPWID,11.7;PU;{PA=345;PA=__B;};TEXT / sec/;ELSE;IF(__GGTPWID>=1E-3);DIV __R,__GGTPWID,1E-3;DSPLY __R,7.4;PU;{PA=313;PA=__B;};TEXT / msec/;ELSE;IF(__GGTPWID>=1E-6);DIV __R,__GGTPWID,1E-6;DSPLY __R,4.1;PU;{PA=297;PA=__B;};TEXT / usec/;ENDIF;ENDIF;ENDIF;ENDIF;IF(__GGTPRI>0);PU;{PA=201;PA=__C;};TEXT /PRI:/;PU;{PA=241;PA=__C;};IF(__GGTPRI>=1);DSPLY __GGTPRI,11.7;PU;{PA=329;PA=__C;};TEXT / sec/;ELSE;IF(__GGTPRI>=1E-3);DIV __R,__GGTPRI,1E-3;DSPLY __R,7.4;PU;{PA=297;PA=__C;};TEXT / msec/;ELSE;IF(__GGTPRI>=1E-6);DIV __R,__GGTPRI,1E-6;DSPLY __R,4.1;PU;{PA=273;PA=__C;};TEXT / usec/;ENDIF;ENDIF;ENDIF;ENDIF;{DA=__F;};NV
  0x0006b678    708  [S]  N^NuIF (__GGTPWID>0);{__T=1/__GGTPWID;};IF (__T<=5E6);{__T=10/__GGTPWID;};REPEAT;{__T=__T-1/__GGTPWID;};UNTIL __T,LT,3E6;ELSE;{__T=5E6;};IF(__Z==1);{__A=190;__B=170;};ELSE;{__A=200;__B=190;};ENDIF;PU;{PA=10;PA=__A;};TEXT /PULSE WIDTH TOO NARROW/;PU;{PA=10;PA=__B;};TEXT/SEVERE PULSE DESENSITIZATION/;{DA=__F;};ENDIF;ONCMD RB;{RB=__T;};ONCMD RB __GTUNCB;ELSE;IF(__Z==1);PU;PA 10,180;TEXT/PULSE WIDTH MUST BE ENTERED.../;PU;PA 230,160;TEXT/See Pulse Param menu/;ELSE;IF (__V==__X);PU;PA 10,200;TEXT/PULSE WIDTH MUST BE ENTERED.../;PU;PA 230,180;TEXT/See Pulse Param menu/;ELSE;PU;PA 10,80;TEXT/PULSE WIDTH MUST BE ENTERED.../;PU;PA 230,60;TEXT/See Pulse Param menu/;ENDIF;ENDIF;{DA=__F;};MOV GDRVRBW,0;ENDIF;NV
  0x0006b94a    485  [S]  N^NuIF (__GTLMKR>0);{__T=1/__GTLMKR;};IF (__T<=3E6);{__T=7/__GTLMKR;};REPEAT;{__T=__T-1/__GTLMKR;};UNTIL __T,LT,3E6;ELSE;{__T=3E6;};IF(__Z==1);{__A=170;__B=160;};ELSE;{__A=150;__B=140;};ENDIF;PU;{PA=10;PA=__A;};TEXT /GATE WIDTH TOO NARROW/;PU;{PA=10;PA=__B;};TEXT /SEVERE PULSE DESENSITIZATION/;{DA=__F;};ENDIF;ONCMD VB;{VB=__T;};ONCMD VB __GTUNCV;ELSE;PU;{PA=10;PA=__A;};TEXT/GATE WIDTH MUST BE ENTERED.../;PU;{PA=230;PA=__B;};TEXT/See Pulse Param menu/;{DA=__F;};MOV GDRVVBW,0;ENDIF;
  0x0006bb40    213  [S]  N^Nu{__T=401*__GGTPRI;};IF(__T>100);IF (__Z==1);{__A=100;};ELSE;{__A=130;};ENDIF;PU;{PA=10;PA=__A;};TEXT/PRI TOO LONG. TRACE DROPOUTS MAY OCCUR/;{DA=__F;};ENDIF;ONCMD ST;{ST=__T;};ONCMD ST __GTUNCS;{__GTTEMS=ST;};
  0x0006bc26    132  [S]  N^NuIF(__GTCPLR==1);MOV GDRVRBW,1;ENDIF;IF(__GTCPLV==1);MOV GDRVVBW,1;ENDIF;IF(__GTCPLS==1);IF(__V==__Y);MOV GDRVST,1;ENDIF;ENDIF;NV
  0x0006bcb8     69  [S]  N^NuIF(__GGTMN==0);ACTDEF __GGTMN,%%,500,STEP,@{MN=__GGTMN;};@;ENDIF;
  0x0006bd0e    177  [S]  N^NuIF __GGTMN,NE,0;IF __GGTMN,NE,500;IF __GGTIN,EQ,1;IF MENU,EQ,13;{MENU=__GGTMN;};__GTCLUP;ELSE;ST;MENU13;ENDIF;ELSE;ST;MENU13;ENDIF;ELSE;ST;MENU13;ENDIF;ELSE;ST;MENU13;ENDIF;
  0x0006bdd0    167  [S]  N^NuIF(__GTVRDS==0);PU;PA 8,170;TEXT /INITIALIZING GATE UTILITY./;PU;PA 8,160;TEXT /PLEASE WAIT ..../;__GTMAKEVAR;__GTSWDEF;__GTDMKRF;__GTLMKRF;__GTGSCLF;CLRDSP;ENDIF;
  0x0006be88   1243  [S]  N^NuDLPINIT __GTEXIT;MOV __GTGRACE,0;MOV __GGTIN,1;__GTINITVAR;{__E=DA;};DISPOSE ONCMD;WININIT;GRAT OFF;HD;GATECTL EDGE;DET POS;TM EXT;MOV GDRVGT,0;{__T=ST;};{ST=1E-3;};PU;PA 8,150;TEXT /Waiting for gate input.  PRESET to abort, or/;PU;PA 8,140;TEXT /connect trigger signal to GATE TRIGGER INPUT/;PU;PA 8,130;TEXT /and connect GATE OUTPUT to EXT TRIG INPUT./;TS;EM;{ST=__T;};__GTMAKWINA;WINCLOSE 0;WINZOOM;__GTMAKWINB;WINACTIVE __Y;WINACTIVE __X;{__Z=0;};{__F=DA;};IF (SP==0);WINACTIVE __Y;ENDIF;IF (SP==O);IF(__GGTENTR==0);{SP=2E6;RB=30E3;ST=1;VB=100E3;};TS;ELSE;{SP=__GGTSPNF;RB=__GGTRBF;ST=__GGTSTMF;VB=__GGTVBF;};TS;WINACTIVE __X;IF(__GTCPLR==1);MOV GDRVRBW,1;ENDIF;IF(__GTCPLV==1);MOV GDRVVBW,1;ENDIF;TS;ENDIF;ELSE;IF(__GGTENTR==0);{SP=0;ST=10E-3;RB=1E6;VB=1E6;};TS;ELSE;{SP=0;ST=__GGTSTM;RB=__GGTRB;VB=__GGTVB;};TS;WINACTIVE __Y;IF(__GTCPLR==1);MOV GDRVRBW,1;ENDIF;IF(__GTCPLV==1);MOV GDRVVBW,1;ENDIF;IF(__GTCPLS==1);MOV GDRVST,1;ENDIF;TS;ENDIF;ENDIF;IF(__GGTENTR==0);{__GGTENTR=1;};ENDIF;{__V=__X;};__GTWINTRK;MOV __GTGSCL,ST;MOV __GGTMN,242;HD;__GTONHK;{__GTGDIS=0;};MOV __GTDUM,ZMK ON,__X;{__T=__GGTTMPD+__GGTTMPL-__GTSWDE;};MOV __GTDUM,ZMKRIGHT __T,__X;{__T=__GGTTMPD-__GTSWDE;};MOV __GTDUM,ZMKLEFT __T,__X;KEYDEF 8049,%WINZOOM;%,//;
  0x0006c374    695  [S]  N^NuWINOPEN __X,0,120,400,90;WINITM -1;WINANNOT 1,0,97,H;WINANNOT 2,168,97;WINANNOT 3,306,97;WINITM 4,0;WINANNOT 5,-40,205,V,6;WINLABEL 6,'   ';WINANNOT 6,-40,175;WINANNOT 7,0,107;WINANNOT 8,208,107;WINANNOT 9,0,107;WINANNOT 10,208,107;WINANNOT 11,8,165;WINITM 12,1;WINITM 0,1;WINANNOT 13,10,185;WINANNOT 16,-40,175;WINITM 21,0;WINITM 22,0;WINITM 23,0;WINANNOT 24,180,150;WINANNOT 25,180,150;WINANNOT 26,180,150;WINANNOT 27,310,190;WINANNOT 28,310,190;WINANNOT 30,310,140;WINANNOT 31,310,150;WINANNOT 33,302,180;WINITM 35,1;WINANNOT 37,-40,130;WINANNOT 40,180,140;WINANNOT 42,180,180;WINANNOT 43,200,190;WINANNOT 44,310,200;WINITM 46,0;WINANNOT 47,180,160;WINANNOT 51,-40,95;WINANNOT 52,471,233;
  0x0006c63c    696  [S]  N^NuWINOPEN __Y,0,0,400,90;WINITM -1;WINANNOT 1,0,-22,H;WINANNOT 2,168,-22;WINANNOT 3,306,-22;WINITM 4,0;WINANNOT 5,-40,80,V,6;WINLABEL 6,'   ';WINANNOT 6,-40,50;WINANNOT 7,0,-12;WINANNOT 8,208,-12;WINANNOT 9,0,-12;WINANNOT 10,208,-12;WINANNOT 11,8,40;WINITM 12,1;WINITM 0,1;WINANNOT 13,10,60;WINANNOT 16,-40,50;WINITM 21,0;WINITM 22,0;WINITM 23,0;WINANNOT 24,180,150;WINANNOT 25,180,150;WINANNOT 26,180,150;WINANNOT 27,310,190;WINANNOT 28,300,70;WINANNOT 30,310,40;WINANNOT 31,310,50;WINANNOT 33,302,180;WINITM 35,1;WINANNOT 37,-40,10;WINANNOT 40,180,140;WINANNOT 42,180,180;WINANNOT 43,180,190;WINANNOT 44,310,30;WINANNOT 46,180,170;WINANNOT 47,180,160;WINANNOT 51,-40,-22;WINANNOT 52,471,95;NV
  0x0006c902    260  [S]  N^NuONCMD ST __GTUNCS;ONCMD GD __GTPRGT;ONCMD GL __GTPRGT;ONCMD GATE __GTPRGT;ONCMD RB __GTUNCB;ONCMD VB __GTUNCV;ONCMD SP __GTSPGD;ONCMD CAL __GTRUNX;ONCMD GP __GTGTRI;ONCMD GATECTL __GTGCTL;ONCMD WINNEXT __GTNEXT;ONCMD WINZOOM __GTZOOM;ONCMD ANNOT __GTMAP;NV
  0x0006ca14    224  [S]  N^NuIF(__V==__X);IF(__GGTMN==243);MOV __GGTMN,242;__GTMAP;ENDIF;IF(__GGTMN==246);MOV __GGTMN,242;__GTMAP;ENDIF;IF(__GGTMN==247);MOV __GGTMN,242;__GTMAP;ENDIF;IF(__GGTMN==248);MOV __GGTMN,242;__GTMAP;ENDIF;ENDIF;__GTTRKNXT;NV
